TRAVEL_ID,VISIT_AREA_ID,ACTIVITY_TYPE_CD,ACTIVITY_TYPE_SEQ,CONSUME_HIS_SEQ,CONSUME_HIS_SNO,PAYMENT_NUM,BRNO,STORE_NM,ROAD_NM_ADDR,LOTNO_ADDR,ROAD_NM_CD,LOTNO_CD,PAYMENT_DT,PAYMENT_MTHD_SE,PAYMENT_AMT_WON,PAYMENT_ETC,SGG_CD
e_e007200,2308110002,1,1,1,1,2,4506200445,열두알 우동집,경기 수원시 팔달구 정조로801번길 31,경기 수원시 팔달구 남창동 77-2,4328282,4111512300,2023-08-11 12:14,1,28000,연어냉모밀;바질비빔면,
e_e007770,2308280007,1,0,0,1,1,1712701138,온더모먼트,서울 종로구 대학로12길 92,서울 종로구 동숭동 1-139,4100035,1111016800,2023-08-28 15:45,1,7700,애플망고에이드 ,
e_e000347,2305270004,1,1,1,0,1,,왕가네탕후루,장기동 2031-1,,,,,3,5500,,4157010400
e_e002915,2306180005,1,0,0,0,2,,위드독7,노아로 670-95 (미산면) 노아로 670-93,,,,,5,60000,,4180034000
e_e000919,2305240003,1,0,0,1,4,6751802001,자유로쌈밥,경기 연천군 백학면 청정로53번길 19,경기 연천군 백학면 노곡리 622-3,4445463,4180033025,2023-05-24 11:25,1,56000,제육쌈밥,
e_e002471,2306140005,2,6,6,1,3,1322218809,정원가게,경기 가평군 상면 수목원로 435,경기 가평군 상면 행현리 614-3,3216056,4182033023,2023-06-14 17:04,1,54000,아로마 민트 스프레이 ,
e_e001118,2306030002,1,0,0,1,3,3033065520,조선쌈밥,경기 연천군 전곡읍 평화로 427,경기 연천군 전곡읍 전곡리 147-1,3215066,4180025321,2023-06-03 13:38,1,44000,불고기쌈밥;공기밥,
e_e001341,2305270008,1,0,0,1,2,7129100606,조아회,경기 시흥시 남왕길 30,경기 시흥시 목감동 402-1,4853498,4139012600,2023-05-27 18:59,1,22000,도다리1,
e_e002253,2306030002,2,0,0,2,4,1798801318,주식회사 루덴스,경기 여주시 산북면 금품1로 145-26,경기 여주시 산북면 후리 30,3214010,4167038023,2023-06-03 15:20,1,26000,망고 요거트 스무디;딸기 요거트 스무디;아메리카노(ICE),
e_e000406,2305210001,3,0,0,2,3,2208183676,주식회사 지마켓,서울 강남구 테헤란로 152,서울 강남구 역삼동 737,3122010,1168010100,2023-05-20 00:00,1,52000,동두천 놀자숲 어드벤처,
e_e010773,2308270009,1,0,0,1,1,1418123695,주식회사아르디움,경기 파주시 회동길 337-20,경기 파주시 서패동 470-7,4418895,4148011900,2023-08-27 16:54,1,7000,ICE 플랫화이트 ,
e_e000561,2305210005,1,0,0,0,1,,지유명차 송도점,하모니로158  송도타임스페이스 D동 207호,,,,,3,12000,,2818510600
e_e000594,2305280003,6,4,4,0,2,,철이네,용천로 205,,,,,5,22000,,4146135000
e_e007482,2308200006,1,0,0,1,2,6041197230,카페동네,경기 부천시 부일로 455,경기 부천시 심곡동 382-12,3000019,4119010200,2023-08-20 13:35,1,9900,I.아메리카노;로투스쿠키,
e_e007430,2308190004,1,0,0,0,1,,카페코너574,57-4 1층 카페코너574,,,,,1,5500,,1171010400
e_e010921,2308260002,1,0,0,1,2,5228802428,컨텍스트카페,경기 김포시 김포대로 1466-48,경기 김포시 운양동 1078-2,2209001,4157010300,2023-08-26 13:51,1,45000,버섯 리조또;에그 베네틱트;ice_자몽 베리 에이드;ice_초코라떼,
e_e001427,2306100004,3,0,0,1,3,4456300488,킨더북카페,경기 시흥시 산현마을길 50,경기 시흥시 산현동 506-3,4853497,4139012300,2023-06-10 15:01,1,45000,1회 이용권,
e_e001990,2306030002,1,0,0,1,1,2068650913,트레이더스 홀세일 클럽,경기 고양시 덕양구 고양대로 1955,경기 고양시 덕양구 동산동 370,2192001,4128111200,2023-06-03 16:45,1,3000,소프트아이스크림,
e_e000664,2306050002,3,1,1,5,3,1288300937,파주시청(공릉관광지),경기 파주시 시청로 50,경기 파주시 아동동 215-1,3206122,4148010200,2023-06-05 10:35,1,6500,입장권;주차비,
e_e003400,2306300004,3,2,2,2,2,1278613823,포천아트밸리,경기 포천시 신북면 아트밸리로 234,경기 포천시 신북면 기지리 282,3213027,4165034022,2023-06-30 14:23,1,11000,입장권,
e_e003808,2306260004,1,0,0,1,2,2148608930,플레이보6라이트,서울 강서구 하늘길 112,서울 강서구 공항동 1373-5,4145490,1150010800,2023-06-26 18:28,1,20000,모닥치기,
e_e002222,2306040003,3,1,1,1,4,2938500481,현대모터스튜디오,경기 고양시 일산서구 킨텍스로 217-6,경기 고양시 일산서구 대화동 2601,3194032,4128710400,2023-06-02 15:49,1,12000,입장권,
e_e003724,2306300003,2,0,0,1,2,2248529522,현대프리미엄아울렛 SPACE1,경기 남양주시 다산순환로 50,경기 남양주시 다산동 6141,3351591,4136011200,2023-06-30 14:20,1,44000,에잇세컨즈,
e_e000396,2305200002,3,0,0,1,2,,,,,,,2023-05-17 00:00,3,36000,레일바이크 이용권,
e_e003549,2306180003,3,2,2,1,3,,,,,,,2023-06-14 10:29,3,30000,축구경기 참가비,
e_e003830,2307010004,3,0,0,1,2,1328211120,(재)세미원,경기 양평군 양서면 양수로 93,,3217017,4183033022,2023-07-01 11:47,1,8000,입장권 ,
e_e005945,2308140001,3,0,0,1,2,2218138586,(주)강촌레일파크,강원특별자치도 춘천시 신동면 김유정로 1383,강원특별자치도 춘천시 신동면 증리 323-2,3218006,5111033024,2023-08-13 15:35,1,36000,가평역 ,
e_e000536,2305210001,2,0,0,2,1,1078105232,(주)경방,서울 영등포구 영중로 15,,3118024,1156010500,2023-05-21 11:19,1,22000,란체티 남성복긴팔셔츠,
e_e000362,2305150002,1,0,0,1,2,1438125554,(주)글램비글램핑,경기 화성시 서신면 해안길 64,,4431335,4159035026,2023-05-15 15:36,1,22000,숯그릴,
e_e000546,2305260002,1,0,0,2,1,2018183753,(주)사마르칸트,서울 중구 마른내로 159-10,서울 중구 광희동1가 162,3101002,1114014500,2023-05-26 16:51,1,20000,,
e_e002202,2306030001,1,0,0,1,2,1078163829,(주)코스트코 코리아,경기 광명시 일직로 40,경기 광명시 일직동 163-3,3182031,4121010600,2023-06-03 10:16,1,16000,칼조네;아이스아메리카노;라떼 커피,
e_e004511,2307200007,1,0,0,0,2,,24시전주명가 콩나물국밥 진접점,해밀예당1로 220 엠타워,,,,,3,16000,,4136025300
e_e004349,2307290001,1,0,0,1,2,2018190142,BIRD THE CAFE,서울 중구 퇴계로18길 46,서울 중구 남산동1가 13-6,4103327,1114012800,2023-07-29 12:08,1,22000,망고빙수,
e_e000407,2305270003,1,0,0,1,5,6112401071,BOO,경기 화성시 서신면 해안길 349,경기 화성시 서신면 제부리 290-22,4431335,4159035026,2023-05-27 15:28,1,12000,블루베리;초코바닐라,
e_e000856,2305240007,1,2,2,1,2,5328502083,CU,서울 광진구 강변북로 2273,서울 광진구 자양동 427-1,3196001,1121510500,2023-05-24 20:35,1,16000,블루레몬에이드;매운새우깡;봉지얼음,
e_e003001,2306170002,3,1,1,1,2,5248601528,네이버파이낸셜,경기 성남시 분당구 정자일로 95,경기 성남시 분당구 정자동 178-4,3180021,4113510300,2023-06-17 00:00,1,10000,(2023서울국제도서전)성인/청소년 티켓 입장권,
e_e011903,2308270003,1,2,2,1,1,2158193610,롯데몰,서울 강동구 성안로 163,서울 강동구 천호동 155-7,3124007,1174010900,2023-08-27 11:30,1,15000,(ICE)카페라떼,
e_e001164,2305270002,2,1,1,2,2,2111041105,마일스톤 (milestone),서울 강남구 논현로159길 49,서울 강남구 신사동 554-4,4166151,1168010700,2023-05-27 13:18,1,6000,Almond latte,
e_e000347,2305290001,1,0,0,1,1,1214969377,빠레뜨한남,경기 김포시 김포한강2로23번길 74,경기 김포시 장기동 2026-5,4427667,4157010400,2023-05-29 13:10,1,42000,빠레뜨파스타;통다리 로제 리조또;핑크오렌지;자몽망고 에이드,
e_e002097,2306030004,3,0,0,1,2,4128305759,수원시립미술관,경기 수원시 팔달구 정조로 833,경기 수원시 팔달구 신풍동 238-1,3012006,4111513000,2023-06-03 14:30,1,8000,관람권,
e_e010248,2308310007,1,4,4,1,1,6838100648,오레오츄러스(1층3루),인천 미추홀구 매소홀로 618,,3149061,2817710700,2023-08-31 19:17,1,5000,아+츄 ,
e_e007207,2308250007,2,0,0,1,2,,오브뉴,서울 성동구 서울숲길 51-1,서울 성동구 성수동1가 685-216,4109323,1120011400,2023-08-25 16:54,1,11000,[드로잉페이퍼]카드;[오브뉴]오브뉴제품,
e_e000360,2305290002,3,0,0,1,2,1269045289,율봄농업예술원,경기 광주시 퇴촌면 태허정로 267-54,경기 광주시 퇴촌면 도마리 102-3,3012076,4161034027,2023-05-29 13:27,1,10000,입장권,
e_e000803,2305210006,3,0,0,2,4,8438601389,주식회사 광명에디슨뮤지엄,경기 광명시 일직로12번길 24,경기 광명시 일직동 508-4,4361304,4121010600,2023-05-21 16:59,1,9000,입장권,
e_e004291,2307080005,1,1,1,1,2,3308802057,주식회사 어반네이처,경기 화성시 동탄역로 160,경기 화성시 오산동 1089,3350550,4159012900,2023-07-08 15:42,1,21000,아메리카노;카페라떼;(1인)사료+초콜릿 머핀,
e_e006588,2308110002,3,0,0,1,2,8248102515,주식회사인터파크트리플,서울 강남구 삼성로 512,,3122005,1168010500,2023-08-11 10:34,1,10000,한국만화박물관 입장권 ,
e_e006876,2308130005,2,1,1,1,2,4731501517,츄플러스,경기 수원시 팔달구 화서문로45번길 26,경기 수원시 팔달구 장안동 93-9,4328433,4111513100,2023-08-13 13:18,1,5000,오리지널 츄아,
e_e001045,2306050001,3,2,2,1,1,,프랑스 국립현대미술관,,,,,2023-06-05 12:07,3,20000,관람권,
e_e001026,2306040003,3,0,0,2,2,1268211896,화담숲,경기 광주시 도척면 도척윗로 278-1,,3211012,4161033026,2023-06-04 13:15,1,18000,입장권,
e_e000006,2304300005,1,0,0,0,2,,베이커리시어터,경춘로,,,,,1,6500,,4136025600
e_e000006,2304300006,2,2,2,0,2,,백암천,,,,,,1,16000,,4182032500
e_e000006,2304300006,1,3,3,0,2,,백암천,,,,,,3,3000,,4182032500
e_e000006,2304300007,1,0,0,1,2,1322370549,청평쭈꾸미자시오,경기 가평군 청평면 구청평로 61,,3216005,4182032521,2023-04-30 20:46,1,33000,잣쭈꾸미(1인),
e_e000009,2304290002,1,4,4,1,2,3454700645,카페그리닝비전점,경기 평택시 비전5로 20-37,경기 평택시 비전동 1109-1,3198035,4122011800,2023-04-29 15:18,1,17900,타코 치킨,
e_e000009,2304290003,2,0,0,1,2,2208783339,H&M 안성스타필드점,경기 안성시 공도읍 서동대로 3930-39,경기 안성시 공도읍 진사리 354,2012006,4155025031,2023-04-29 20:38,1,66240,,
e_e000009,2304290004,1,0,0,1,2,3811101597,대동국수 평택역점,경기 평택시 자유로 18,경기 평택시 합정동 730-2,3188137,4122011700,2023-04-29 00:27,3,56000,고추고갈비;멸치국수;진로이즈백;콜라,
e_e000009,2304290005,1,0,0,0,2,,편지,자유로14번길 2 1층 편지,,,,,1,41000,,4122011700
e_e000009,2304290007,6,1,1,1,2,,주식회사 야놀자,서울 강남구 테헤란로108길 42,서울 강남구 대치동 1003,4166713,1168010600,2023-04-29 21:51,1,75000,평택 프라하,
e_e000009,2304300002,1,0,0,1,2,2330602629,샤오바오우육면(고덕점),경기 평택시 고덕여염10길 87,경기 평택시 고덕동 2147-6,4856235,4122012800,2023-04-30 15:58,1,32000,우육면-기본면;꿔바로우-중;우육면(맑은탕)-기본면,
e_e000009,2304300004,2,0,0,1,2,2258271911,평택로컬푸드 오성점,경기 평택시 오성면 청오로 33-34,,3188100,4122034021,2023-04-30 17:21,1,8000,땅두릅,
e_e000009,2304300005,1,0,0,1,2,1408157533,라스베이글,경기 시흥시 수도권제1순환고속도로 105,경기 시흥시 조남동 산 15-1,1000140,4139012400,2023-04-30 18:52,1,10200,"I 바닐라, 카라멜라떼_흑",
e_e000009,2304300005,1,1,1,1,2,1408157533,할리스 커피 시흥하늘휴게소,경기 시흥시 수도권제1순환고속도로 105-1,경기 시흥시 조남동 190-1,1000140,4139012400,2023-04-30 19:02,1,13000,찰보리빵,
e_e000010,2304290007,1,0,0,1,1,7870201376,스탠다드,서울 중구 퇴계로 397,서울 중구 흥인동 114,3101011,1114016300,2023-04-29 16:47,1,6000,ICE바닐라빈라테;-UP,
e_e000010,2304290008,1,0,0,1,1,2615500395,연신내칼국수,서울 은평구 통일로77길 18,서울 은평구 대조동 201-5,4133318,1138010600,2023-04-29 18:32,1,24000,,
e_e000010,2304290008,1,1,1,0,1,,서울중앙시장,442,,,,,5,2500,,1114016500
e_e000010,2304290009,1,2,2,1,1,1891201080,독립문역점,서울 종로구 통일로 230,,3000008,1111018700,2023-04-29 19:02,1,13700,G)ICED바닐라딜라이트;에스프레소샷 추가;R)ICED바닐라딜라이트;에스프레소샷 추가,
e_e000010,2304300001,3,2,2,1,1,8248102515,(주)인터파크,서울 강남구 삼성로 512,,3122005,1168010500,2023-04-30 14:00,1,160000,관람권,
e_e000010,2304300001,1,4,4,1,1,2118895935,폴바셋(엠즈씨드 주식회사)롯데 잠실점,서울 강남구 도산대로75길 20,서울 강남구 청담동 99-7,4166299,1168010400,2023-04-30 10:57,3,3960,폴바셋 커피음료,
e_e000010,2304300002,1,0,0,1,1,2198500014,(주)호텔롯데 롯데월드,서울 송파구 올림픽로 240,서울 송파구 잠실동 40-1,3123023,1171010100,2023-04-30 17:42,1,46000,밀빛)밀빛초계국수,
e_e000010,2304300003,3,0,0,1,1,8248102515,(주)인터파크,서울 강남구 삼성로 512,,3122005,1168010500,2023-04-30 00:00,1,160000,,
e_e000010,2304300003,1,1,1,1,1,3138700979,엔제리너스 잠실샤롯데점,서울 송파구 올림픽로 240,서울 송파구 잠실동 40-1,3123023,1171010100,2023-04-30 18:03,1,5000,I아메리카R,
e_e000011,2304290001,1,2,2,1,4,2036760177,태극당 인사동,서울 종로구 인사동길 32,,4100259,1111012800,2023-04-29 12:50,1,16200,통팥빵;찹쌀떡빵;슈크림빵;오란다 오리지날;태극당 모나카,
e_e000011,2304290002,1,1,1,1,4,1168547758,꽃 밥에 피다,서울 종로구 인사동16길 3-6,서울 종로구 관훈동 118-27,4100250,1111012800,2023-04-29 14:27,1,127000,,
e_e000011,2304290004,2,0,0,1,4,1048191189,UNIQLO,서울 영등포구 국제금융로 10,서울 영등포구 여의도동 23,3118002,1156011000,2023-04-29 18:53,1,199500,워셔블코튼V넥스웨터;AIRISM브라캐미솔;엑스트라화인메리노크루넥스웨터;울트라스트레치AIRISM원피스;AIRISM캐미솔;울트라스트레치AIRISM폴로원피스,
e_e000011,2304290005,1,0,0,1,4,2998500441,이층집,서울 영등포구 국제금융로8길 27-8,서울 영등포구 여의도동 45-3,4154067,1156011000,2023-04-29 20:40,1,301500,통삼겹;카스;참이슬;가브리살;사이다;항정살;볶음밥한판;물냉면(후식),
e_e000011,2304300002,1,0,0,1,4,3128125280,(주)동원홈푸드 라운지디 국립현대미술관,경기 과천시 광명로 313,경기 과천시 막계동 산 58-4,3195056,4129010400,2023-04-30 11:02,1,18900,아메리카노;카페라떼;핫티-자몽,
e_e000011,2304300002,1,0,0,2,4,3128125280,(주)동원홈푸드 라운지디 국립현대미술관,경기 과천시 광명로 313,경기 과천시 막계동 산 58-4,3195056,4129010400,2023-04-30 11:22,1,59100,오늘의스프;샐러드-모짜렐라;리조또-치킨;파스타-빼쉐;피자-모듬야채모짜렐라,
e_e000011,2304300003,1,2,2,1,4,1078657147,StoryWay,서울 영등포구 여의대방로 300,,3118028,1156013200,2023-04-30 14:14,1,7000,CJ)맛밤;광동)유자쌍화병;코카)씨그램라임;감동)감동란,
e_e000011,2304300004,2,0,0,1,4,3608600207,삼진식품(주) 라마다점,부산 동구 중앙대로196번길 10,,4181413,2617010100,2023-04-30 17:15,1,35100,어묵탕모듬플러스;통새우말이;한입어묵(순한);새우가득프리미엄어묵;해물찌짐이,
e_e000013,2304280002,1,0,0,0,4,,공주밤빵,논산천안고속도로58,,,,,3,5000,,4415037000
e_e000013,2304280003,2,0,0,1,4,1118512782,파주 프리미엄 아울렛,경기 파주시 탄현면 필승로 200,경기 파주시 탄현면 법흥리 1790-8,3206095,4148032022,2023-04-28 12:19,1,114500,DISCOVERY,
e_e000013,2304280003,1,1,1,1,4,1891401240,하코야 파주 신세계프리미엄 아울렛점,경기 파주시 탄현면 필승로 200,경기 파주시 탄현면 법흥리 1790-8,3206095,4148032022,2023-04-28 12:30,1,34000,돌솥 알새우밥;등심돈까스정식;매콤 소보루 라멘,
e_e000013,2304280003,1,2,2,0,4,,미니멜츠,파주프리미엄아울렛,,,,,1,9000,,4148032000
e_e000013,2304280003,2,3,3,1,4,1068151510,(주)씨제이이엔엠,경기 파주시 탄현면 필승로 200,경기 파주시 탄현면 법흥리 1790-8,3206095,4148032022,2023-04-28 11:59,1,98000,style on air,
e_e000013,2304280004,2,0,0,1,4,2068650913,이마트 파주점,경기 파주시 당하길 10,,4418128,4148011400,2023-04-28 16:08,3,129820,고르곤졸라소프트콘;오리온대왕오감자;뿌리또테이크아웃컵;허니버터감자칩;농심꿀꽈배기,
e_e000013,2304290001,2,0,0,1,4,1068682871,이케아코리아 광명점,경기 광명시 일직로 17,경기 광명시 일직동 500,3182031,4121010600,2023-04-29 14:03,1,6900,훌타르프 후크,
e_e000013,2304290002,1,0,0,1,4,,인유얼커피,충남 아산시 탕정면 탕정면로8번길 51-7,충남 아산시 탕정면 명암리 951-2,4559851,4420033022,,1,17000,(I)연유라떼;바닐라라떼;흑임자크림라떼(0,
e_e000014,2305010002,1,0,0,1,3,1358504288,삼성물산(주) 에버랜드리조트,경기 용인시 처인구 포곡읍 에버랜드로 199,,3203081,4146125027,2023-05-01 13:26,1,41000,그릴소시지&BBQ;에딩거우르바이스;에딩거둔켈,
e_e000014,2305010002,2,1,1,1,3,1358504288,삼성물산(주) 에버랜드리조트,경기 용인시 처인구 포곡읍 에버랜드로 199,,3203081,4146125027,2023-05-01 11:56,1,30000,"유니콘인형2;토끼,플라워,헤어밴드",
e_e000014,2305010002,3,2,2,0,3,,에버랜드,에버랜드199,,,,,1,118000,,4146125000
e_e000015,2304280002,1,0,0,1,2,1208621899,모박사부대찌게,서울 강남구 영동대로 513,,2122002,1168010500,2023-04-28 19:25,1,47000,불고기정식 2인;제육덮밥;공기밥,
e_e000015,2304280002,3,3,3,1,2,,ANDROID-코엑스,,,,,2023-04-28 18:32,3,48000,영화 관람권,
e_e000015,2304280004,1,0,0,1,2,3078506974,정안(상)휴게소,충남 공주시 정안면 논산천안고속도로 58,,1000038,4415037027,2023-04-28 14:50,1,4500,불갈비맛소세지,
e_e000015,2304280004,1,0,0,2,2,3078506974,키다리식품(주) 정안(서울방향)휴게소,충남 공주시 정안면 논산천안고속도로 58,,1000038,4415037027,2023-04-28 14:57,1,3500,아이스브레이커스(버리),
e_e000015,2304290001,1,0,0,1,2,2062788877,아차산김가네맛집,서울 광진구 영화사로 83-1,서울 광진구 구의동 560-14,3104008,1121510300,2023-04-29 18:56,1,25000,두부김치전골(소);메밀전병;공기밥,
e_e000015,2304290003,1,0,0,1,2,2018121515,스타벅스,서울 광진구 천호대로 676,,2000008,1121510300,2023-04-29 19:55,1,13500,DCF돌체라떼;딸기요거트,
e_e000015,2304300001,1,0,0,1,2,7930301247,명륜진사갈비 중곡점,서울 광진구 용마산로 110,서울 광진구 중곡동 21-11,3005028,1121510100,2023-04-30 14:13,1,56700,성인무한리필;된장찌개,
e_e000015,2304300002,6,0,0,1,2,4071240002,엔젤코인노래연습장(건대점),경기 성남시 분당구 서현로180번길 13,경기 성남시 분당구 서현동 254-5,4340224,4113510500,2023-04-30 14:53,1,3000,,
e_e000015,2304300003,6,1,1,0,2,,코지엠 Fun City,동일로 22길 81 1층,,,,,3,6000,,1121510700
e_e000015,2304300004,3,0,0,1,2,3503400424,엑스크라임,서울 광진구 아차산로29길 38,서울 광진구 화양동 9-47,4112316,1121510700,2023-04-30 16:09,1,80000,,
e_e000015,2304300005,1,0,0,1,2,6904300606,아웃닭건대점,서울 광진구 동일로22길 51,서울 광진구 화양동 46-55,4112197,1121510700,2023-04-30 18:54,1,55800,순살후라이드;튀김모듬,
e_e000015,2304300006,1,0,0,0,2,,서피동파,대명길 21-5,,,,,1,62000,,1111016900
e_e000015,2304300007,6,0,0,0,2,,에코코인노래연습장,대명길 40 지하1층,,,,,3,4000,,1111016900
e_e000015,2305010002,1,0,0,1,2,4367500037,합정옥,서울 마포구 양화로1길 21,서울 마포구 합정동 392-3,4139426,1144012200,2023-05-01 14:25,1,24000,,
e_e000015,2305010003,1,0,0,1,2,,,서울 종로구 북촌로5가길 8-11,서울 종로구 화동 102-1,4100111,1111014300,,1,13000,,
e_e000015,2305010004,1,1,1,1,2,1630202943,북촌 아이스크림,서울 종로구 북촌로5길 6,,4100112,1111014700,2023-05-01 16:10,1,2400,더블비얀코;빵빠레 초코,
e_e000015,2305010007,1,0,0,1,2,,앤티앤스,서울 서초구 신반포로 176,,3121017,1165010700,2023-05-01 20:01,1,5200,,
e_e000016,2304290002,1,0,0,1,1,2348501856,현대프리미엄 아울렛,경기 김포시 고촌읍 아라육로152번길 100,,4427674,4157025325,2023-04-29 17:04,1,5300,에그타르트;비스켓 슈,
e_e000016,2304290002,1,0,0,2,1,2348501856,한무쇼핑(주)김포점,경기 김포시 고촌읍 아라육로152번길 100,,4427674,4157025325,2023-04-29 16:56,1,6000,바닐라라떼(COLD),
e_e000016,2304290002,2,1,1,1,1,1028144827,현대프리미엄아울렛,경기 김포시 고촌읍 아라육로152번길 100,,4427674,4157025325,2023-04-29 16:33,1,99920,언더아머(코리아),
e_e000016,2304290003,2,0,0,1,1,1098537306,롯데쇼핑(주) 롯데마트 ,서울 강서구 하늘길 38,,4145490,1150010900,2023-04-29 18:03,1,24080,팔도 비빔면;트리벨리 파프리카;광어 물회;오이맛 고추,
